food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Pastrami,147.0,5800.0,2700.0,2100.0,150.0,360.0,100.0,22000.0,0.0,68.0,1078.0,0.0125999999999999,0.05,0.006,0.0019,0.16,4.3,0.27,0.22,0.3,0.0001,0.12,0.0007,10.0,2.2,0.09,17.0,0.03,175.0,210.0,0.018,5.0,Meat
Pot roast,297.0,19000.0,7500.0,8200.0,710.0,0.0,0.0,29000.0,0.0,116.0,47.0,0.0,0.06,0.009,0.0021,0.17,4.1000000000000005,0.57,0.2799999999999999,0.0,0.0001999999999999,0.51,0.0018,16.0,2.4,0.1,19.0,0.01,174.0,231.0,0.027,6.7,Meat
Beef ribs,372.0,30000.0,12000.0,13000.0,1100.0,0.0,0.0,23000.0,0.0,85.0,64.0,0.0,0.0699999999999999,0.007,0.0023,0.19,3.6,0.37,0.23,0.0,0.0,0.0,0.0,10.0,2.3,0.09,20.0,0.01,172.0,290.0,0.0209999999999999,5.8,Meat
Beef sirloin,177.0,5000.0,1900.0,2000.0,190.0,0.0,0.0,31000.0,0.0,81.0,66.0,0.0,0.09,0.01,0.0015,0.16,9.0,0.61,0.68,0.0,0.0,0.39,0.0014,22.0,1.9,0.09,27.0,0.01,253.0,410.0,0.039,5.7,Meat
Porterhouse steak,276.0,19000.0,7300.0,8700.0,690.0,0.0,0.0,24000.0,0.0,67.0,65.0,0.0,0.1,0.007,0.0022,0.23,4.2,0.31,0.37,0.0,0.0,0.18,0.0,7.0,2.9,0.1299999999999999,22.0,0.02,193.0,299.0,0.02,4.6,Meat
Ground beef,241.0,15000.0,6100.0,7300.0,410.0,0.0,0.0,24000.0,0.0,88.0,73.0,0.0026999999999999,0.05,0.007,0.0025,0.17,4.0,0.51,0.31,0.0,0.0,0.12,0.0029,33.0,2.3,0.08,17.0,0.01,166.0,241.0,0.019,5.8,Meat
Brisket,289.0,18000.0,7300.0,7900.0,680.0,0.0,0.0,29000.0,0.0,106.0,48.0,0.0,0.06,0.009,0.0021,0.17,4.1000000000000005,0.57,0.2799999999999999,0.0,0.0,0.51,0.0018,16.0,2.4,0.1,19.0,0.01,175.0,232.0,0.027,6.7,Meat
Beefsteak,250.0,15000.0,6000.0,6300.0,560.0,0.0,0.0,27000.0,0.0,79.0,57.0,0.0,0.08,0.008,0.0014,0.1399999999999999,7.0,0.53,0.5900000000000001,0.0,0.0,0.45,0.0015999999999999,22.0,1.6,0.0699999999999999,23.0,0.01,213.0,340.0,0.029,4.9,Meat
Beef tenderloin,324.0,25000.0,9700.0,10000.0,1000.0,0.0,0.0,24000.0,0.0,85.0,57.0,0.0,0.09,0.008,0.0025,0.2599999999999999,3.0,0.25,0.25,0.0,0.0,0.0,0.0,9.0,3.1,0.12,22.0,0.01,203.0,331.0,0.023,4.0,Meat
Flank steak,192.0,8200.0,3400.0,3300.0,320.0,0.0,0.0,28000.0,0.0,79.0,56.0,0.0,0.08,0.009,0.0015999999999999,0.1299999999999999,7.4,0.55,0.58,0.0,0.0,0.38,0.0014,20.0,1.7,0.08,23.0,0.01,210.0,339.0,0.029,4.9,Meat
Lamb,294.0,21000.0,8800.0,8800.0,1500.0,0.0,0.0,25000.0,0.0,97.0,72.0,0.0,0.1,0.018,0.0026,0.25,6.7,0.66,0.1299999999999999,0.0,0.0001,0.1399999999999999,0.0046,17.0,1.9,0.12,23.0,0.02,188.0,310.0,0.026,4.5,Meat
Lamb leg,230.0,17000.0,7400.0,7000.0,1400.0,0.0,0.0,18000.0,0.0,69.0,56.0,0.0,0.1299999999999999,0.019,0.0025,0.23,6.3,0.69,0.15,0.0,0.0,0.21,0.0,9.0,1.7,0.11,23.0,0.02,170.0,249.0,0.0209999999999999,3.3,Meat
Lamb loin,309.0,24000.0,10000.0,9700.0,1900.0,0.0,0.0,23000.0,0.0,95.0,64.0,0.0,0.1,0.019,0.0022,0.24,7.1000000000000005,0.65,0.11,0.0,0.0001,0.11,0.0047,18.0,2.1,0.12,23.0,0.02,180.0,246.0,0.025,3.4,Meat
Lamb ribs,359.0,30000.0,13000.0,13000.0,2200.0,0.0,0.0,21000.0,0.0,97.0,73.0,0.0,0.09,0.015,0.0022,0.21,6.8,0.63,0.11,0.0,0.0,0.1,0.0,22.0,1.6,0.12,20.0,0.02,166.0,271.0,0.022,3.5,Meat
Lamb shoulder,279.0,20000.0,8700.0,8300.0,1600.0,0.0,0.0,23000.0,0.0,92.0,65.0,0.0,0.09,0.02,0.0026,0.25,6.7,0.71,0.12,0.0,0.0,0.1399999999999999,0.0,18.0,2.0,0.11,23.0,0.02,183.0,259.0,0.025,4.5,Meat
Veal,172.0,7600.0,3000.0,2800.0,550.0,0.0,0.0,24000.0,0.0,103.0,83.0,0.0,0.0699999999999999,0.011,0.0013,0.27,8.0,1.2,0.39,0.0,0.0,0.15,0.0012,17.0,0.99,0.1,24.0,0.04,217.0,337.0,0.014,3.9,Meat
Game,150.0,2700.0,970.0,630.0,580.0,0.0,0.0,29000.0,0.0,126.0,54.0,0.0,0.2599999999999999,0.009,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.2,0.21,28.0,0.02,210.0,372.0,0.013,1.7,Meat
Bear meat,259.0,13000.0,3500.0,5700.0,2400.0,0.0,0.0,32000.0,0.0,98.0,71.0,0.0,0.1,0.006,0.0025,0.82,3.4,0.0,0.29,0.0,0.0,0.49,0.0018,5.0,11.0,0.15,23.0,0.0,170.0,263.0,0.011,10.0,Meat
Bison meat,143.0,2400.0,910.0,950.0,240.0,0.0,0.0,28000.0,0.0,82.0,57.0,0.0,0.1,0.008,0.0029,0.27,3.7,0.0,0.4,0.0,0.0,0.36,0.0013,8.0,3.4,0.11,26.0,0.01,209.0,361.0,0.036,3.7,Meat
Caribou meat,167.0,4400.0,1700.0,1300.0,620.0,0.0,0.0,30000.0,0.0,109.0,60.0,0.0,0.25,0.005,0.0066,0.9,5.8,2.7,0.32,3.0,0.0,0.4,0.0014,22.0,6.2,0.2599999999999999,27.0,0.09,233.0,310.0,0.014,5.3,Meat
Goat,143.0,3000.0,930.0,1400.0,230.0,0.0,0.0,27000.0,0.0,75.0,86.0,0.0,0.09,0.005,0.0012,0.61,4.0,0.0,0.0,0.0,0.0,0.34,0.0012,17.0,3.7,0.3,0.0,0.04,201.0,405.0,0.012,5.3,Meat
Horse meat,175.0,6100.0,1900.0,2100.0,850.0,0.0,0.0,28000.0,0.0,68.0,55.0,0.0,0.1,0.0,0.0031999999999999,0.12,4.8,0.0,0.33,2.0,0.0,0.0,0.0,8.0,5.0,0.17,25.0,0.02,247.0,379.0,0.014,3.8,Meat
Rabbit Meat,173.0,3500.0,1100.0,950.0,680.0,0.0,0.0,33000.0,0.0,123.0,45.0,0.0,0.02,0.008,0.0065,0.0699999999999999,6.4,0.0,0.34,0.0,0.0,0.41,0.0015,18.0,4.9,0.18,31.0,0.0,240.0,343.0,0.015,2.4,Meat
Elk meat,162.0,3400.0,1300.0,970.0,160.0,0.0,0.0,31000.0,0.0,72.0,50.0,0.0,0.1399999999999999,0.009,0.003,0.37,6.1000000000000005,1.2,0.49,0.0,0.0,0.55,0.0,5.0,4.1000000000000005,0.35,29.0,0.02,285.0,392.0,0.011,4.1000000000000005,Meat
Deer meat,149.0,2400.0,1100.0,550.0,130.0,0.0,0.0,30000.0,0.0,88.0,57.0,0.0,0.2599999999999999,0.009,0.0036,0.5599999999999999,8.8,0.86,0.61,0.0,0.0,0.62,0.0,5.0,4.3,0.25,33.0,0.02,299.0,434.0,0.011,4.0,Meat
Chuck steak,277.0,20000.0,8700.0,9500.0,810.0,0.0,0.0,25000.0,0.0,87.0,71.0,0.0075,0.0699999999999999,0.006,0.003,0.19,4.7,0.75,0.37,0.0,0.0001,0.1,0.0015999999999999,16.0,2.5,0.08,22.0,0.01,193.0,325.0,0.028,8.7,Meat
Rib eye steak,291.0,22000.0,9700.0,11000.0,1000.0,0.0,0.0,24000.0,0.0,80.0,54.0,0.0075,0.0699999999999999,0.006,0.0021,0.29,4.9,0.54,0.48,0.0,0.0001999999999999,0.1,0.0015999999999999,11.0,2.2,0.08,22.0,0.08,152.0,260.0,0.03,5.9,Meat
Steak,271.0,19000.0,8400.0,9200.0,900.0,0.0,0.0,25000.0,0.0,78.0,58.0,0.0075,0.0699999999999999,0.006,0.0022,0.3,5.1000000000000005,0.0,0.5,0.0,0.0001,0.0,0.0015999999999999,12.0,2.4,0.09,23.0,0.0,163.0,279.0,0.032,6.3,Meat
Beef,169.0,6500.0,2600.0,2700.0,530.0,0.0,0.0,28000.0,0.0,85.0,54.0,0.0018,0.0699999999999999,0.007,0.0042,0.4,5.8,0.48,0.67,0.0,0.0001,0.25,0.0015999999999999,13.0,3.0,0.1,14.0,0.01,259.0,352.0,0.025,3.7,Meat
Mutton,234.0,11000.0,5100.0,4500.0,810.0,80.0,0.0,33000.0,0.0,109.0,135.0,0.0,0.06,0.0,0.0044,0.3,6.5,0.9,0.38,0.0,0.0,0.8,0.0,10.0,4.8,0.06,31.0,0.03,272.0,409.0,0.038,5.9,Meat
Frog legs,73.0,300.0,80.0,50.0,100.0,0.0,0.0,16000.0,0.0,50.0,58.0,0.015,0.1399999999999999,0.015,0.0003999999999999,0.25,1.2,0.0,0.12,0.0,0.0001999999999999,1.0,0.0001,18.0,1.5,0.25,20.0,0.0,147.0,285.0,0.014,1.0,Meat
Allspice,263.0,8700.0,2600.0,660.0,2400.0,72000.0,0.0,6100.0,22000.0,0.0,77.0,0.1619999999999999,0.1,0.036,0.0,0.06,2.9,0.0,0.21,39.0,0.0,0.0,0.0,661.0,7.1000000000000005,0.55,135.0,2.9,113.0,1044.0,0.0027,1.0,Grains
Star anise,337.0,16000.0,590.0,9800.0,3200.0,50000.0,0.0,18000.0,15000.0,0.0,16.0,0.0933,0.34,0.01,0.0,0.29,3.1,0.8,0.65,21.0,0.0,0.0,0.0,646.0,37.0,0.91,170.0,2.3,440.0,1441.0,0.005,5.3,Grains
Bay leaf,313.0,8400.0,2300.0,1600.0,2300.0,75000.0,0.0,7600.0,26000.0,0.0,23.0,1.8555,0.01,0.18,0.0,0.42,2.0,0.0,1.7,47.0,0.0,0.0,0.0,834.0,43.0,0.42,120.0,8.200000000000001,113.0,529.0,0.0028,3.7,Grains
Caraway spice,333.0,15000.0,620.0,7100.0,3300.0,50000.0,640.0,20000.0,38000.0,0.0,17.0,0.1089,0.38,0.01,0.0,0.38,3.6,0.0,0.36,21.0,0.0,2.5,0.0,689.0,16.0,0.91,258.0,1.3,568.0,1351.0,0.012,5.5,Grains
Cardamom,311.0,6700.0,680.0,870.0,430.0,68000.0,0.0,11000.0,28000.0,0.0,18.0,0.0,0.2,0.0,0.0,0.18,1.1,0.0,0.23,21.0,0.0,0.0,0.0,383.0,14.0,0.38,229.0,28.0,178.0,1119.0,0.0,7.5,Grains
Chili powder spice,282.0,14000.0,2500.0,3200.0,8000.0,50000.0,7200.0,13000.0,35000.0,0.0,2867.0,8.895,0.25,0.028,0.0,0.94,12.0,0.8899999999999999,2.1,0.7,0.0,38.0,0.106,330.0,17.0,1.0,149.0,1.7,300.0,1950.0,0.02,4.3,Grains
Cinnamon,247.0,1200.0,350.0,250.0,70.0,81000.0,2200.0,4000.0,53000.0,0.0,10.0,0.0885,0.02,0.006,0.0,0.04,1.3,0.36,0.16,3.8,0.0,2.3,0.031,1002.0,8.3,0.34,60.0,17.0,64.0,431.0,0.0031,1.8,Grains
Ground cloves,274.0,13000.0,4000.0,1400.0,3600.0,66000.0,2400.0,6000.0,34000.0,0.0,277.0,0.0479999999999999,0.16,0.025,0.0,0.22,1.6,0.51,0.39,0.2,0.0,8.8,0.142,632.0,12.0,0.37,259.0,60.0,104.0,1020.0,0.0072,2.3,Grains
Coriander seeds,298.0,18000.0,990.0,14000.0,1800.0,55000.0,0.0,12000.0,42000.0,0.0,35.0,0.0,0.24,0.0,0.0,0.29,2.1,0.0,0.0,21.0,0.0,0.0,0.0,709.0,16.0,0.98,330.0,1.9,409.0,1267.0,0.026,4.7,Grains
Cumin,375.0,22000.0,1500.0,14000.0,3300.0,44000.0,2300.0,18000.0,11000.0,0.0,168.0,0.3809999999999999,0.63,0.01,0.0,0.33,4.6,0.0,0.44,7.7,0.0,3.3,0.0054,931.0,66.0,0.87,366.0,3.3,499.0,1788.0,0.0052,4.8,Grains
Curry powder,325.0,14000.0,1600.0,8800.0,3100.0,56000.0,2800.0,14000.0,53000.0,0.0,52.0,0.0056999999999999,0.18,0.056,0.0,0.2,3.3,1.1,0.11,0.7,0.0,25.0,0.1,525.0,19.0,1.2,255.0,8.3,367.0,1170.0,0.04,4.7,Grains
Dill seeds,305.0,15000.0,730.0,9400.0,1000.0,55000.0,0.0,16000.0,21000.0,0.0,20.0,0.0158999999999999,0.42,0.01,0.0,0.2799999999999999,2.8,0.0,0.25,21.0,0.0,0.0,0.0,1516.0,16.0,0.78,256.0,1.8,277.0,1186.0,0.012,5.2,Grains
Dried dill weed,253.0,4400.0,230.0,0.0,0.0,56000.0,0.0,20000.0,14000.0,0.0,208.0,1.755,0.42,0.0,0.0,0.2799999999999999,2.8,0.0,1.7,50.0,0.0,0.0,0.0,1784.0,49.0,0.49,451.0,4.0,543.0,3308.0,0.0,3.3,Grains
Fennel seeds,345.0,15000.0,480.0,9900.0,1700.0,52000.0,0.0,16000.0,40000.0,0.0,88.0,0.0404999999999999,0.41,0.0,0.0,0.35,6.1000000000000005,0.0,0.47,21.0,0.0,0.0,0.0,1196.0,19.0,1.1,385.0,6.5,487.0,1694.0,0.0,3.7,Grains
Fenugreek,323.0,6400.0,1500.0,0.0,0.0,58000.0,0.0,23000.0,25000.0,0.0,67.0,0.018,0.32,0.057,0.0,0.37,1.6,0.0,0.6,3.0,0.0,0.0,0.0,176.0,34.0,1.1,191.0,1.2,296.0,770.0,0.0063,2.5,Grains
Garlic powder,331.0,730.0,250.0,120.0,180.0,73000.0,2400.0,17000.0,9000.0,0.0,60.0,0.0,0.44,0.047,0.0,0.1399999999999999,0.8,0.74,1.7,1.2,0.0,0.67,0.0003999999999999,79.0,5.7,0.53,77.0,0.98,414.0,1193.0,0.024,3.0,Grains
Ground ginger,335.0,4200.0,2600.0,480.0,930.0,72000.0,3400.0,9000.0,14000.0,0.0,27.0,0.009,0.05,0.013,0.0,0.17,9.6,0.48,0.63,0.7,0.0,0.0,0.0007999999999999,114.0,20.0,0.48,214.0,33.0,168.0,1320.0,0.056,3.6,Grains
Marjoram,271.0,7000.0,530.0,940.0,4400.0,61000.0,4100.0,13000.0,40000.0,0.0,77.0,2.4204,0.29,0.2739999999999999,0.0,0.32,4.1000000000000005,0.0,1.2,51.0,0.0,1.7,0.622,1990.0,83.0,1.1,346.0,5.4,306.0,1522.0,0.0045,3.6,Grains
Nutmeg,525.0,36000.0,26000.0,3200.0,350.0,49000.0,3000.0,5800.0,21000.0,0.0,16.0,0.0306,0.35,0.076,0.0,0.06,1.3,0.0,0.16,3.0,0.0,0.0,0.0,184.0,3.0,1.0,183.0,2.9,213.0,350.0,0.0015999999999999,2.2,Grains
Onion powder,341.0,1000.0,220.0,200.0,310.0,79000.0,6600.0,10000.0,15000.0,0.0,73.0,0.0,0.46,0.064,0.0,0.08,0.32,0.73,0.7200000000000001,23.0,0.0,0.27,0.0040999999999999,384.0,3.9,0.5900000000000001,113.0,1.3,322.0,985.0,0.014,4.1000000000000005,Grains
Oregano,265.0,4300.0,1600.0,720.0,1400.0,69000.0,4100.0,9000.0,43000.0,0.0,25.0,0.5103,0.18,0.237,0.0,0.53,4.6,0.92,1.0,2.3,0.0,18.0,0.622,1597.0,37.0,0.63,270.0,5.0,148.0,1260.0,0.0045,2.7,Grains
Paprika,282.0,13000.0,2100.0,1700.0,7800.0,54000.0,10000.0,14000.0,35000.0,0.0,68.0,14.7762,0.33,0.049,0.0,1.2,10.0,2.5,2.1,0.9,0.0,29.0,0.08,229.0,21.0,0.71,178.0,1.6,314.0,2280.0,0.0063,4.3,Grains
Dried parsely,292.0,5500.0,1400.0,760.0,3100.0,51000.0,7300.0,27000.0,27000.0,0.0,452.0,0.5817,0.2,0.18,0.0,2.4,9.9,1.1,0.9,125.0,0.0,9.0,1.36,1140.0,22.0,0.78,400.0,9.8,436.0,2683.0,0.014,5.4,Grains
Black pepper,251.0,3300.0,1400.0,740.0,1000.0,64000.0,640.0,10000.0,25000.0,0.0,20.0,0.1641,0.11,0.017,0.0,0.18,1.1,1.4,0.29,0.0,0.0,1.0,0.164,443.0,9.7,1.3,171.0,13.0,158.0,1329.0,0.0049,1.2,Grains
Cayenne pepper,318.0,17000.0,3300.0,2800.0,8400.0,57000.0,10000.0,12000.0,27000.0,0.0,30.0,12.483,0.33,0.106,0.0,0.92,8.7,0.0,2.5,76.0,0.0,30.0,0.08,148.0,7.8,0.37,152.0,2.0,293.0,2014.0,0.0088,2.5,Grains
White pepper,296.0,2100.0,630.0,790.0,620.0,69000.0,0.0,10000.0,26000.0,0.0,5.0,0.0,0.02,0.01,0.0,0.1299999999999999,0.21,0.0,0.1,21.0,0.0,0.0,0.0,265.0,14.0,0.91,90.0,4.3,176.0,73.0,0.0031,1.1,Grains
Poppy seed,525.0,42000.0,4500.0,6000.0,29000.0,28000.0,3000.0,18000.0,20000.0,0.0,26.0,0.0,0.85,0.082,0.0,0.1,0.9,0.32,0.25,1.0,0.0,1.8,0.0,1438.0,9.8,1.6,347.0,6.7,870.0,719.0,0.014,7.9,Grains
Poultry seasoning,307.0,7500.0,3300.0,1200.0,1900.0,66000.0,1800.0,9600.0,11000.0,0.0,27.0,0.7896,0.2599999999999999,0.1379999999999999,0.0,0.19,3.0,0.0,1.3,12.0,0.0,1.3,0.805,996.0,35.0,0.8400000000000001,224.0,6.9,171.0,684.0,0.0072,3.1,Grains
Pumpkin pie spice,342.0,13000.0,6500.0,1100.0,780.0,69000.0,7800.0,5800.0,15000.0,0.0,52.0,0.0783,0.1299999999999999,0.024,0.0,0.1399999999999999,2.2,0.0,0.4,23.0,0.0,1.9,0.028,682.0,20.0,0.48,136.0,16.0,118.0,663.0,0.0093,2.4,Grains
Dried rosemary,331.0,15000.0,7400.0,3000.0,2300.0,64000.0,0.0,4900.0,43000.0,0.0,50.0,0.9384,0.51,0.307,0.0,0.43,1.0,0.0,1.7,61.0,0.0,0.0,0.0,1280.0,29.0,0.55,220.0,1.9,70.0,955.0,0.0046,3.2,Grains
Saffron,310.0,5900.0,1600.0,430.0,2100.0,65000.0,0.0,11000.0,3900.0,0.0,148.0,0.1589999999999999,0.12,0.093,0.0,0.27,1.5,0.0,1.0,81.0,0.0,0.0,0.0,111.0,11.0,0.33,264.0,28.0,252.0,1724.0,0.0056,1.1,Grains
Tarragon,295.0,7200.0,1900.0,470.0,3700.0,50000.0,0.0,23000.0,7400.0,0.0,62.0,1.2599999999999998,0.25,0.2739999999999999,0.0,1.3,9.0,0.0,2.4,50.0,0.0,0.0,0.0,1139.0,32.0,0.68,347.0,8.0,313.0,3020.0,0.0044,3.9,Grains
Dried thyme,276.0,7400.0,2700.0,470.0,1200.0,64000.0,1700.0,9100.0,37000.0,0.0,55.0,1.14,0.51,0.2739999999999999,0.0,0.4,4.9,0.0,0.55,50.0,0.0,7.5,1.715,1890.0,124.0,0.86,220.0,7.9,201.0,814.0,0.0046,6.2,Grains
Turmeric,312.0,3300.0,1800.0,450.0,760.0,67000.0,3200.0,9700.0,23000.0,0.0,27.0,0.0,0.06,0.02,0.0,0.15,1.4,0.54,0.11,0.7,0.0,4.4,0.013,168.0,55.0,1.3,208.0,20.0,299.0,2080.0,0.0062,4.5,Grains
Mustard,60.0,3300.0,210.0,2200.0,770.0,5800.0,920.0,3700.0,4000.0,0.0,1104.0,0.0327,0.18,0.007,0.0,0.0699999999999999,0.57,0.25,0.0699999999999999,0.3,0.0,0.36,0.0014,63.0,1.6,0.0699999999999999,48.0,0.42,108.0,152.0,0.034,0.64,Grains
Table salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.33,0.03,1.0,0.1,0.0,8.0,0.0001,0.1,Grains
Apple cider vinegar,21.0,0.0,0.0,0.0,0.0,930.0,400.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,0.01,5.0,0.25,8.0,73.0,0.0001,0.04,Grains
Vanilla extract,288.0,60.0,10.0,10.0,0.0,13000.0,13000.0,60.0,0.0,0.0,9.0,0.0,0.01,0.0,0.0,0.1,0.43,0.04,0.03,0.0,0.0,0.0,0.0,11.0,0.12,0.0699999999999999,12.0,0.23,6.0,148.0,0.0,0.11,Grains
Vinegar,18.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.03,0.01,1.0,0.06,4.0,2.0,0.0005,0.01,Grains
Caper,23.0,860.0,230.0,60.0,300.0,4900.0,410.0,2400.0,3200.0,0.0,2348.0,0.0414,0.02,0.023,0.0,0.1399999999999999,0.65,0.03,0.02,4.3,0.0,0.88,0.025,40.0,1.7,0.37,33.0,0.08,10.0,40.0,0.0012,0.32,Grains
Horseradish,48.0,690.0,90.0,130.0,340.0,11000.0,8000.0,1200.0,3300.0,0.0,420.0,0.0006,0.01,0.057,0.0,0.02,0.39,0.09,0.0699999999999999,25.0,0.0,0.01,0.0013,56.0,0.42,0.06,27.0,0.1299999999999999,31.0,246.0,0.0028,0.83,Grains
Spearmint,44.0,730.0,190.0,30.0,390.0,8400.0,0.0,3300.0,6800.0,0.0,30.0,1.2162,0.08,0.105,0.0,0.18,0.95,0.25,0.16,13.0,0.0,0.0,0.0,199.0,12.0,0.24,63.0,1.1,60.0,458.0,0.0,1.1,Grains
Balsamic vinegar,88.0,0.0,0.0,0.0,0.0,17000.0,15000.0,490.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.7200000000000001,0.03,12.0,0.1299999999999999,19.0,112.0,0.0,0.08,Grains
Taco seasoning,188.0,0.0,0.0,0.0,0.0,56000.0,19000.0,0.0,19000.0,0.0,8068.0,2.8143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grains
Mayonnaise,680.0,75000.0,12000.0,17000.0,45000.0,570.0,570.0,960.0,0.0,42.0,635.0,0.0195,0.01,0.005,0.0001199999999999,0.02,0.0,0.17,0.01,0.0,0.0001999999999999,3.3,0.163,8.0,0.21,0.02,1.0,0.01,21.0,20.0,0.0023,0.15,Grains
Cocoa solids,228.0,14000.0,8100.0,4600.0,440.0,58000.0,1800.0,20000.0,37000.0,0.0,21.0,0.0,0.08,0.032,0.0,0.24,2.2,0.25,0.12,0.0,0.0,0.1,0.0025,128.0,14.0,3.8,499.0,3.8,734.0,1524.0,0.014,6.8,Grains
Alfalfa seeds,23.0,690.0,70.0,60.0,410.0,2100.0,200.0,4000.0,1900.0,0.0,6.0,0.0464999999999999,0.08,0.036,0.0,0.1299999999999999,0.48,0.5599999999999999,0.03,8.200000000000001,0.0,0.02,0.031,32.0,0.96,0.16,27.0,0.19,70.0,79.0,0.0006,0.92,Grains
Radish seeds,43.0,2500.0,770.0,420.0,1100.0,3600.0,0.0,3800.0,0.0,0.0,6.0,0.1172999999999999,0.1,0.095,0.0,0.1,2.9,0.73,0.29,29.0,0.0,0.0,0.0,51.0,0.86,0.12,44.0,0.2599999999999999,113.0,86.0,0.0006,0.5599999999999999,Grains
Lotus seeds,332.0,2000.0,330.0,390.0,1200.0,64000.0,0.0,15000.0,0.0,0.0,5.0,0.015,0.64,0.104,0.0,0.15,1.6,0.85,0.63,0.0,0.0,0.0,0.0,163.0,3.5,0.35,210.0,2.3,626.0,1368.0,0.0,1.1,Grains
Safflower,517.0,38000.0,3700.0,4800.0,28000.0,34000.0,0.0,16000.0,0.0,0.0,3.0,0.015,1.2,0.16,0.0,0.42,2.3,4.0,1.2,0.0,0.0,0.0,0.0,78.0,4.9,1.7,353.0,2.0,644.0,687.0,0.0,5.1000000000000005,Grains
Acorns,387.0,24000.0,3100.0,15000.0,4600.0,41000.0,0.0,6200.0,0.0,0.0,0.0,0.0116999999999999,0.11,0.087,0.0,0.12,1.8,0.7200000000000001,0.53,0.0,0.0,0.0,0.0,41.0,0.79,0.62,62.0,1.3,79.0,539.0,0.0,0.51,Grains
Almond,579.0,50000.0,3800.0,32000.0,12000.0,22000.0,4400.0,21000.0,13000.0,0.0,1.0,0.0006,0.21,0.044,0.0,1.1,3.6,0.47,0.1399999999999999,0.0,0.0,26.0,0.0,269.0,3.7,1.0,270.0,2.2,481.0,733.0,0.0040999999999999,3.1,Grains
Almond paste,458.0,28000.0,2600.0,18000.0,5800.0,48000.0,36000.0,9000.0,4800.0,0.0,9.0,0.0,0.08,0.073,0.0,0.41,1.4,0.11,0.04,0.1,0.0,14.0,0.0,172.0,1.6,0.45,130.0,0.86,258.0,314.0,0.0042,1.5,Grains
Beechnuts,576.0,50000.0,5700.0,22000.0,20000.0,34000.0,0.0,6200.0,0.0,0.0,38.0,0.0,0.3,0.1129999999999999,0.0,0.37,0.88,0.93,0.68,16.0,0.0,0.0,0.0,1.0,2.5,0.67,0.0,1.3,0.0,1017.0,0.0,0.36,Grains
Brazil nut,659.0,67000.0,16000.0,24000.0,24000.0,12000.0,2300.0,14000.0,7500.0,0.0,3.0,0.0,0.62,0.022,0.0,0.04,0.3,0.18,0.1,0.7,0.0,5.7,0.0,160.0,2.4,1.7,376.0,1.2,725.0,659.0,1.917,4.1000000000000005,Grains
Cashew,553.0,44000.0,7800.0,24000.0,7800.0,30000.0,5900.0,18000.0,3300.0,0.0,12.0,0.0,0.42,0.025,0.0,0.06,1.1,0.86,0.42,0.5,0.0,0.9,0.034,37.0,6.7,2.2,292.0,1.7,593.0,660.0,0.02,5.8,Grains
Chestnut,131.0,1400.0,260.0,480.0,550.0,28000.0,0.0,2000.0,0.0,0.0,27.0,0.0050999999999999,0.15,0.038,0.0,0.1,0.73,0.32,0.23,27.0,0.0,0.0,0.0,46.0,1.7,0.47,54.0,0.85,99.0,715.0,0.0,0.25,Grains
Hazelnut,628.0,61000.0,4500.0,46000.0,7900.0,17000.0,4300.0,15000.0,9700.0,0.0,0.0,0.0059999999999999,0.64,0.1129999999999999,0.0,0.11,1.8,0.92,0.5599999999999999,6.3,0.0,15.0,0.014,114.0,4.7,1.7,163.0,6.2,290.0,680.0,0.0024,2.5,Grains
Ginkgo nuts,182.0,1700.0,320.0,620.0,620.0,38000.0,0.0,4300.0,0.0,0.0,7.0,0.1674,0.22,0.054,0.0,0.09,6.0,0.16,0.33,15.0,0.0,0.0,0.0,2.0,1.0,0.27,27.0,0.11,124.0,510.0,0.0,0.34,Grains
Hickory nut,657.0,64000.0,7000.0,33000.0,22000.0,18000.0,0.0,13000.0,6400.0,0.0,1.0,0.0392999999999999,0.87,0.04,0.0,0.1299999999999999,0.91,1.7,0.19,2.0,0.0,0.0,0.0,61.0,2.1,0.74,173.0,4.6,336.0,436.0,0.0081,4.3,Grains
