food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Copper,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,food_type
Peruvian groundcherry,53.0,700.0,0.0,0.0,0.0,11000.0,0.0,1900.0,0.0,0.0,0.0,0.2159999999999999,0.11,0.0,0.0,0.04,2.8,0.0,0.0,11.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Fruits
Guava,68.0,950.0,270.0,90.0,400.0,14000.0,8900.0,2600.0,5400.0,0.0,2.0,0.1871999999999999,0.0699999999999999,0.049,0.0,0.04,1.1,0.45,0.11,228.0,0.0,0.73,0.0026,18.0,0.2599999999999999,0.23,22.0,0.15,40.0,417.0,0.0006,0.23,Fruits
Jackfruit,95.0,640.0,200.0,160.0,90.0,23000.0,19000.0,1700.0,1500.0,0.0,2.0,0.0329999999999999,0.11,0.024,0.0,0.06,0.92,0.24,0.33,14.0,0.0,0.34,0.0,24.0,0.23,0.08,29.0,0.04,21.0,448.0,0.0,0.1299999999999999,Fruits
Java plum,60.0,230.0,0.0,0.0,0.0,16000.0,0.0,720.0,0.0,0.0,14.0,0.0009,0.01,0.0,0.0,0.01,0.2599999999999999,0.0,0.04,14.0,0.0,0.0,0.0,19.0,0.19,0.0,15.0,0.0,17.0,79.0,0.0,0.0,Fruits
Jujube,79.0,200.0,0.0,0.0,0.0,20000.0,0.0,1200.0,0.0,0.0,3.0,0.0119999999999999,0.02,0.0,0.0,0.04,0.9,0.0,0.08,69.0,0.0,0.0,0.0,21.0,0.48,0.0699999999999999,10.0,0.08,23.0,250.0,0.0,0.05,Fruits
Kiwifruit,61.0,520.0,30.0,50.0,290.0,15000.0,9000.0,1100.0,3000.0,0.0,3.0,0.0260999999999999,0.03,0.025,0.0,0.03,0.34,0.18,0.06,93.0,0.0,1.5,0.04,34.0,0.31,0.1299999999999999,17.0,0.1,34.0,312.0,0.0001999999999999,0.1399999999999999,Fruits
Kumquat,71.0,860.0,100.0,150.0,170.0,16000.0,9400.0,1900.0,6500.0,0.0,10.0,0.087,0.04,0.017,0.0,0.09,0.43,0.21,0.04,44.0,0.0,0.15,0.0,62.0,0.86,0.1,20.0,0.1399999999999999,19.0,186.0,0.0,0.17,Fruits
Lemon,29.0,300.0,40.0,10.0,90.0,9300.0,2500.0,1100.0,2800.0,0.0,2.0,0.0065999999999999,0.04,0.011,0.0,0.02,0.1,0.19,0.08,53.0,0.0,0.15,0.0,26.0,0.6,0.04,8.0,0.03,16.0,138.0,0.0003999999999999,0.06,Fruits
Lime,30.0,200.0,20.0,20.0,60.0,11000.0,1700.0,700.0,2800.0,0.0,2.0,0.015,0.03,0.008,0.0,0.02,0.2,0.22,0.04,29.0,0.0,0.22,0.0006,33.0,0.6,0.0699999999999999,6.0,0.01,18.0,102.0,0.0003999999999999,0.11,Fruits
Lychee,66.0,440.0,100.0,120.0,130.0,17000.0,15000.0,830.0,1300.0,0.0,1.0,0.0,0.01,0.014,0.0,0.0699999999999999,0.6,0.0,0.1,72.0,0.0,0.0699999999999999,0.0003999999999999,5.0,0.31,0.15,10.0,0.06,31.0,171.0,0.0006,0.0699999999999999,Fruits
Loganberries,55.0,310.0,10.0,30.0,180.0,13000.0,7700.0,1500.0,5300.0,0.0,1.0,0.0104999999999999,0.05,0.026,0.0,0.03,0.8400000000000001,0.24,0.0699999999999999,15.0,0.0,0.87,0.0078,26.0,0.64,0.12,21.0,1.2,26.0,145.0,0.0001999999999999,0.34,Fruits
Longan,60.0,100.0,0.0,0.0,0.0,15000.0,0.0,1300.0,1100.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1399999999999999,0.3,0.0,0.0,84.0,0.0,0.0,0.0,1.0,0.1299999999999999,0.17,10.0,0.05,21.0,266.0,0.0,0.05,Fruits
Loquat,47.0,200.0,40.0,10.0,90.0,12000.0,0.0,430.0,1700.0,0.0,1.0,0.4584,0.02,0.014,0.0,0.02,0.18,0.0,0.1,1.0,0.0,0.0,0.0,16.0,0.2799999999999999,0.04,13.0,0.15,27.0,266.0,0.0006,0.05,Fruits
Mango,60.0,380.0,90.0,140.0,70.0,15000.0,14000.0,820.0,1600.0,0.0,1.0,0.3245999999999999,0.03,0.043,0.0,0.04,0.67,0.2,0.12,36.0,0.0,0.9,0.0042,11.0,0.16,0.11,10.0,0.06,14.0,168.0,0.0006,0.09,Fruits
Purple mangosteen,73.0,580.0,0.0,0.0,0.0,18000.0,0.0,410.0,1800.0,0.0,7.0,0.0104999999999999,0.05,0.031,0.0,0.05,0.29,0.03,0.02,2.9,0.0,0.0,0.0,12.0,0.3,0.0699999999999999,13.0,0.1,8.0,48.0,0.0,0.21,Fruits
Cantaloupe,34.0,190.0,50.0,0.0,80.0,8200.0,7900.0,840.0,900.0,0.0,16.0,1.0146,0.04,0.0209999999999999,0.0,0.02,0.73,0.11,0.0699999999999999,37.0,0.0,0.05,0.0025,9.0,0.21,0.04,12.0,0.04,15.0,267.0,0.0003999999999999,0.18,Fruits
Melon,28.0,100.0,30.0,0.0,40.0,6600.0,5700.0,1100.0,900.0,0.0,9.0,0.0,0.02,0.008,0.0,0.03,0.23,0.08,0.16,22.0,0.0,0.05,0.0025,11.0,0.34,0.06,11.0,0.04,5.0,182.0,0.0003999999999999,0.0699999999999999,Fruits
Honeydew,36.0,140.0,40.0,0.0,60.0,9100.0,8100.0,540.0,800.0,0.0,18.0,0.015,0.04,0.019,0.0,0.01,0.42,0.16,0.09,18.0,0.0,0.02,0.0029,6.0,0.17,0.02,10.0,0.03,11.0,228.0,0.0007,0.09,Fruits
Mulberry,43.0,390.0,30.0,40.0,210.0,9800.0,8100.0,1400.0,1700.0,0.0,10.0,0.0075,0.03,0.006,0.0,0.1,0.62,0.0,0.05,36.0,0.0,0.87,0.0078,39.0,1.9,0.06,18.0,0.0,38.0,194.0,0.0006,0.12,Fruits
Nectarine,44.0,320.0,30.0,90.0,110.0,11000.0,7900.0,1100.0,1700.0,0.0,0.0,0.0996,0.03,0.005,0.0,0.03,1.1,0.19,0.03,5.4,0.0,0.7699999999999999,0.0022,6.0,0.2799999999999999,0.09,9.0,0.05,26.0,201.0,0.0,0.17,Fruits
Orange,47.0,120.0,20.0,20.0,30.0,12000.0,9400.0,940.0,2400.0,0.0,0.0,0.0674999999999999,0.09,0.03,0.0,0.04,0.2799999999999999,0.25,0.06,53.0,0.0,0.18,0.0,40.0,0.1,0.05,10.0,0.03,14.0,181.0,0.0005,0.0699999999999999,Fruits
Mandarin orange,53.0,310.0,40.0,60.0,70.0,13000.0,11000.0,810.0,1800.0,0.0,2.0,0.2042999999999999,0.06,0.016,0.0,0.04,0.38,0.22,0.08,27.0,0.0,0.2,0.0,37.0,0.15,0.04,12.0,0.04,20.0,166.0,0.0001,0.0699999999999999,Fruits
Papaya,43.0,260.0,80.0,70.0,60.0,11000.0,7800.0,470.0,1700.0,0.0,8.0,0.285,0.02,0.037,0.0,0.03,0.36,0.19,0.04,61.0,0.0,0.3,0.0026,20.0,0.25,0.05,21.0,0.04,10.0,182.0,0.0006,0.08,Fruits
Passion fruit,97.0,700.0,60.0,90.0,410.0,23000.0,11000.0,2200.0,10000.0,0.0,28.0,0.3815999999999999,0.0,0.014,0.0,0.1299999999999999,1.5,0.0,0.1,30.0,0.0,0.02,0.0007,12.0,1.6,0.09,29.0,0.0,68.0,348.0,0.0006,0.1,Fruits
Peach,39.0,250.0,20.0,70.0,90.0,9500.0,8400.0,910.0,1500.0,0.0,0.0,0.0978,0.02,0.004,0.0,0.03,0.8099999999999999,0.15,0.03,6.6,0.0,0.73,0.0026,6.0,0.25,0.0699999999999999,9.0,0.06,20.0,190.0,0.0001,0.17,Fruits
Pear,57.0,140.0,20.0,80.0,90.0,15000.0,9800.0,360.0,3100.0,0.0,1.0,0.0075,0.01,0.007,0.0,0.03,0.16,0.05,0.03,4.3,0.0,0.12,0.0044,9.0,0.18,0.08,7.0,0.05,12.0,116.0,0.0001,0.1,Fruits
Persimmon,127.0,400.0,0.0,0.0,0.0,34000.0,0.0,800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,27.0,2.5,0.0,0.0,0.0,26.0,310.0,0.0,0.0,Fruits
Pineapple,50.0,120.0,10.0,10.0,40.0,13000.0,9900.0,540.0,1400.0,0.0,1.0,0.0174,0.08,0.018,0.0,0.03,0.5,0.21,0.11,48.0,0.0,0.02,0.0007,13.0,0.29,0.11,12.0,0.93,8.0,109.0,0.0001,0.12,Fruits
Pitanga (Surinam cherry),33.0,400.0,0.0,0.0,0.0,7500.0,0.0,800.0,0.0,0.0,3.0,0.4499999999999999,0.03,0.0,0.0,0.04,0.3,0.0,0.0,26.0,0.0,0.0,0.0,9.0,0.2,0.0,12.0,0.0,11.0,103.0,0.0,0.0,Fruits
Plantain,116.0,180.0,70.0,20.0,30.0,31000.0,14000.0,790.0,2300.0,0.0,5.0,0.2727,0.05,0.026,0.0,0.05,0.76,0.23,0.24,11.0,0.0,0.1299999999999999,0.0007,2.0,0.58,0.0699999999999999,32.0,0.0,28.0,465.0,0.0014,0.1299999999999999,Fruits
Plum,46.0,280.0,20.0,130.0,40.0,11000.0,9900.0,700.0,1400.0,0.0,0.0,0.1035,0.03,0.005,0.0,0.03,0.42,0.1399999999999999,0.03,9.5,0.0,0.2599999999999999,0.0063999999999999,6.0,0.17,0.06,7.0,0.05,16.0,157.0,0.0,0.1,Fruits
Pomegranate,83.0,1200.0,120.0,90.0,80.0,19000.0,14000.0,1700.0,4000.0,0.0,3.0,0.0,0.0699999999999999,0.038,0.0,0.05,0.29,0.38,0.08,10.0,0.0,0.6,0.016,10.0,0.3,0.16,12.0,0.12,36.0,236.0,0.0005,0.35,Fruits
Prickly pear,41.0,510.0,70.0,80.0,210.0,9600.0,0.0,730.0,3600.0,0.0,5.0,0.0128999999999999,0.01,0.006,0.0,0.06,0.46,0.0,0.06,14.0,0.0,0.0,0.0,56.0,0.3,0.08,85.0,0.0,24.0,220.0,0.0006,0.12,Fruits
Prunes,240.0,380.0,90.0,50.0,60.0,64000.0,38000.0,2200.0,7100.0,0.0,2.0,0.2342999999999999,0.05,0.004,0.0,0.19,1.9,0.42,0.21,0.6,0.0,0.43,0.06,43.0,0.93,0.2799999999999999,41.0,0.3,69.0,732.0,0.0003,0.44,Fruits
Pomelo,38.0,40.0,0.0,0.0,0.0,9600.0,0.0,760.0,1000.0,0.0,1.0,0.0024,0.03,0.0,0.0,0.03,0.22,0.0,0.04,61.0,0.0,0.0,0.0,4.0,0.11,0.05,6.0,0.02,17.0,216.0,0.0,0.08,Fruits
Quince,57.0,100.0,10.0,40.0,50.0,15000.0,0.0,400.0,1900.0,0.0,4.0,0.0119999999999999,0.02,0.003,0.0,0.03,0.2,0.08,0.04,15.0,0.0,0.0,0.0,11.0,0.7,0.1299999999999999,8.0,0.0,17.0,197.0,0.0006,0.04,Fruits
Raisin,299.0,460.0,60.0,50.0,40.0,79000.0,59000.0,3100.0,3700.0,0.0,11.0,0.0,0.11,0.005,0.0,0.1299999999999999,0.7699999999999999,0.1,0.17,2.3,0.0,0.12,0.0035,50.0,1.9,0.32,32.0,0.3,101.0,749.0,0.0006,0.22,Fruits
Rambutan,82.0,210.0,0.0,0.0,0.0,21000.0,0.0,650.0,900.0,0.0,11.0,0.0009,0.01,0.008,0.0,0.02,1.4,0.02,0.02,4.9,0.0,0.0,0.0,22.0,0.35,0.0699999999999999,7.0,0.34,9.0,42.0,0.0,0.08,Fruits
Raspberry,52.0,650.0,20.0,60.0,380.0,12000.0,4400.0,1200.0,6500.0,0.0,1.0,0.0098999999999999,0.03,0.0209999999999999,0.0,0.04,0.6,0.33,0.06,26.0,0.0,0.87,0.0078,25.0,0.69,0.09,22.0,0.67,29.0,151.0,0.0001999999999999,0.42,Fruits
Roselle,49.0,640.0,0.0,0.0,0.0,11000.0,0.0,960.0,0.0,0.0,6.0,0.0861,0.01,0.0,0.0,0.03,0.31,0.0,0.0,12.0,0.0,0.0,0.0,215.0,1.5,0.0,51.0,0.0,37.0,208.0,0.0,0.0,Fruits
Rose apple,25.0,300.0,0.0,0.0,0.0,5700.0,0.0,600.0,0.0,0.0,0.0,0.1016999999999999,0.02,0.0,0.0,0.03,0.8,0.0,0.0,22.0,0.0,0.0,0.0,29.0,0.0699999999999999,0.02,5.0,0.03,8.0,123.0,0.0,0.06,Fruits
Sapodilla,83.0,1100.0,190.0,520.0,10.0,20000.0,0.0,440.0,5300.0,0.0,12.0,0.018,0.0,0.014,0.0,0.02,0.2,0.25,0.04,15.0,0.0,0.0,0.0,21.0,0.8,0.09,12.0,0.0,12.0,193.0,0.0006,0.1,Fruits
Mamey Sapote,124.0,460.0,170.0,100.0,100.0,32000.0,20000.0,1500.0,5400.0,0.0,7.0,0.0428999999999999,0.01,0.007,0.0,0.12,1.4,0.4,0.7200000000000001,23.0,0.0,2.1,0.0,18.0,0.78,0.21,11.0,0.2,26.0,454.0,0.0,0.19,Fruits
Soursop,66.0,300.0,50.0,90.0,70.0,17000.0,14000.0,1000.0,3300.0,0.0,14.0,0.0006,0.0699999999999999,0.014,0.0,0.05,0.9,0.25,0.06,21.0,0.0,0.08,0.0003999999999999,14.0,0.6,0.09,21.0,0.0,27.0,278.0,0.0006,0.1,Fruits
Strawberry,32.0,300.0,20.0,40.0,160.0,7700.0,4900.0,670.0,2000.0,0.0,1.0,0.0036,0.02,0.024,0.0,0.02,0.39,0.1299999999999999,0.05,59.0,0.0,0.29,0.0022,16.0,0.41,0.05,13.0,0.39,24.0,153.0,0.0003999999999999,0.1399999999999999,Fruits
Tamarind,239.0,600.0,270.0,180.0,60.0,63000.0,39000.0,2800.0,5100.0,0.0,28.0,0.009,0.43,0.014,0.0,0.15,1.9,0.1399999999999999,0.0699999999999999,3.5,0.0,0.1,0.0028,74.0,2.8,0.09,92.0,0.0,113.0,628.0,0.0013,0.1,Fruits
Watermelon,30.0,150.0,20.0,40.0,50.0,7600.0,6200.0,610.0,400.0,0.0,1.0,0.1707,0.03,0.003,0.0,0.02,0.18,0.22,0.05,8.1,0.0,0.05,0.0001,7.0,0.24,0.04,10.0,0.04,11.0,112.0,0.0003999999999999,0.1,Fruits
Maraschino cherry,165.0,210.0,40.0,50.0,60.0,42000.0,39000.0,220.0,3200.0,0.0,4.0,0.0134999999999999,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.05,0.0015,54.0,0.43,0.1399999999999999,4.0,0.01,3.0,21.0,0.0001999999999999,0.2599999999999999,Fruits
Feijoa,61.0,420.0,100.0,60.0,140.0,15000.0,8200.0,710.0,6400.0,0.0,3.0,0.0018,0.01,0.023,0.0,0.02,0.3,0.23,0.0699999999999999,33.0,0.0,0.16,0.0035,17.0,0.1399999999999999,0.04,9.0,0.08,19.0,172.0,0.0,0.06,Fruits
Asian pear,42.0,230.0,10.0,50.0,60.0,11000.0,7100.0,500.0,3600.0,0.0,0.0,0.0,0.01,0.008,0.0,0.01,0.22,0.0699999999999999,0.02,3.8,0.0,0.12,0.0045,4.0,0.0,0.05,8.0,0.06,11.0,121.0,0.0001,0.02,Fruits
Sour cherry,42.0,210.0,0.0,0.0,0.0,10000.0,7000.0,690.0,1200.0,0.0,4.0,0.0,0.03,0.0,0.0,0.0699999999999999,0.2599999999999999,0.04,0.05,0.3,0.0,0.0,0.0081,11.0,0.64,0.0,8.0,0.06,16.0,115.0,0.0,0.0699999999999999,Fruits
Durian,147.0,5300.0,0.0,0.0,0.0,27000.0,0.0,1500.0,3800.0,0.0,2.0,0.0131999999999999,0.37,0.036,0.0,0.2,1.1,0.23,0.32,20.0,0.0,0.0,0.0,6.0,0.43,0.21,30.0,0.33,39.0,436.0,0.0,0.2799999999999999,Fruits
Crateva religiosa,69.0,100.0,10.0,0.0,0.0,18000.0,8600.0,1500.0,5300.0,0.0,20.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,8.0,1.6,0.06,24.0,0.18,47.0,304.0,0.0,0.31,Fruits
Clementine,47.0,150.0,0.0,0.0,0.0,12000.0,9200.0,850.0,1700.0,0.0,1.0,0.0,0.09,0.024,0.0,0.03,0.64,0.15,0.08,49.0,0.0,0.2,0.0,30.0,0.1399999999999999,0.04,10.0,0.02,21.0,177.0,0.0001,0.06,Fruits
Nance,73.0,1200.0,0.0,0.0,0.0,17000.0,8300.0,660.0,7500.0,0.0,3.0,0.0221999999999999,0.02,0.008,0.0,0.02,0.29,0.18,0.02,93.0,0.0,1.3,0.012,46.0,0.38,0.04,20.0,0.25,10.0,244.0,0.0003999999999999,0.09,Fruits
Naranjilla,25.0,220.0,0.0,0.0,0.0,5900.0,3700.0,440.0,1100.0,0.0,4.0,0.1704,0.05,0.003,0.0,0.0,1.5,0.22,0.11,3.2,0.0,0.75,0.015,8.0,0.35,0.03,11.0,0.0699999999999999,12.0,200.0,0.0003999999999999,0.1,Fruits
Horned melon,44.0,1300.0,0.0,0.0,0.0,7600.0,0.0,1800.0,0.0,0.0,2.0,0.0440999999999999,0.03,0.003,0.0,0.02,0.57,0.18,0.06,5.3,0.0,0.0,0.0,13.0,1.1,0.02,40.0,0.04,37.0,123.0,0.0,0.48,Fruits
Coconut,354.0,33000.0,30000.0,1400.0,370.0,15000.0,6200.0,3300.0,9000.0,0.0,20.0,0.0,0.0699999999999999,0.026,0.0,0.02,0.54,0.3,0.05,3.3,0.0,0.24,0.0001999999999999,14.0,2.4,0.44,32.0,1.5,113.0,356.0,0.01,1.1,Fruits
Cloudberry,51.0,800.0,0.0,0.0,0.0,8600.0,0.0,2400.0,0.0,0.0,0.0,0.063,0.05,0.0,0.0,0.0699999999999999,0.9,0.0,0.0,158.0,0.0,0.0,0.0,18.0,0.7,0.0,0.0,0.0,35.0,0.0,0.0,0.0,Fruits
Huckleberries,37.0,100.0,0.0,0.0,0.0,8700.0,0.0,400.0,0.0,0.0,10.0,0.0237,0.01,0.0,0.0,0.03,0.3,0.0,0.0,2.8,0.0,0.0,0.0,15.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fruits
Banana melon,21.0,200.0,0.0,0.0,0.0,4100.0,3400.0,840.0,300.0,0.0,11.0,0.0,0.02,0.02,0.0,0.02,0.46,0.0699999999999999,0.05,8.1,0.0,0.0,0.0049,13.0,0.21,0.04,10.0,0.04,9.0,140.0,0.0003999999999999,0.1399999999999999,Fruits
Salmonberries,47.0,330.0,0.0,0.0,0.0,10000.0,3700.0,850.0,1900.0,0.0,14.0,0.1488,0.04,0.017,0.0,0.06,0.47,0.17,0.08,9.2,0.0,1.6,0.015,13.0,0.4,0.03,15.0,1.1,27.0,110.0,0.0,0.2799999999999999,Fruits
Chokecherries,156.0,980.0,0.0,0.0,0.0,34000.0,14000.0,2900.0,17000.0,0.0,2.0,0.0128999999999999,0.03,0.01,0.0,0.06,0.67,0.33,0.19,0.7,0.0,0.75,0.029,40.0,0.4,0.0699999999999999,21.0,0.19,45.0,309.0,0.0017,0.19,Fruits
Rose hip,162.0,340.0,0.0,0.0,0.0,38000.0,2600.0,1600.0,24000.0,0.0,4.0,1.3035,0.02,0.003,0.0,0.17,1.3,0.8,0.08,426.0,0.0,5.8,0.026,169.0,1.1,0.11,69.0,1.0,61.0,429.0,0.0,0.25,Fruits
Artichoke,47.0,150.0,40.0,10.0,60.0,11000.0,990.0,3300.0,5400.0,0.0,94.0,0.0039,0.0699999999999999,0.068,0.0,0.0699999999999999,1.0,0.34,0.12,12.0,0.0,0.19,0.015,44.0,1.3,0.23,60.0,0.2599999999999999,90.0,370.0,0.0001999999999999,0.49,Vegetables
Asparagus,47.0,100.0,30.0,10.0,40.0,9200.0,0.0,2500.0,0.0,0.0,4.0,0.1349999999999999,0.09,0.045,0.0,0.1,0.63,0.05,0.02,16.0,0.0,0.0,0.0,44.0,0.98,0.05,42.0,0.2,57.0,290.0,0.0015,0.36,Vegetables
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)",30.0,690.0,0.0,0.0,0.0,3300.0,0.0,5300.0,0.0,0.0,11.0,0.5202,0.18,0.128,0.0,0.36,1.1,0.06,0.8,88.0,0.0,0.0,0.0,84.0,2.0,0.2,85.0,0.54,99.0,608.0,0.0009,0.3,Vegetables
Bamboo shoot,27.0,300.0,70.0,10.0,130.0,5200.0,3000.0,2600.0,2200.0,0.0,4.0,0.0059999999999999,0.15,0.007,0.0,0.0699999999999999,0.6,0.16,0.24,4.0,0.0,1.0,0.0,13.0,0.5,0.19,3.0,0.2599999999999999,59.0,533.0,0.0007999999999999,1.1,Vegetables
Green bean,35.0,280.0,60.0,10.0,150.0,7900.0,3600.0,1900.0,3200.0,0.0,1.0,0.1898999999999999,0.0699999999999999,0.033,0.0,0.1,0.61,0.0699999999999999,0.06,9.7,0.0,0.46,0.048,44.0,0.65,0.06,18.0,0.29,29.0,146.0,0.0001999999999999,0.25,Vegetables
Beetroot,43.0,170.0,30.0,30.0,60.0,9600.0,6800.0,1600.0,2800.0,0.0,78.0,0.0098999999999999,0.03,0.109,0.0,0.04,0.33,0.16,0.0699999999999999,4.9,0.0,0.04,0.0001999999999999,16.0,0.8,0.08,23.0,0.33,40.0,325.0,0.0007,0.35,Vegetables
Broad bean,62.0,500.0,140.0,20.0,300.0,10000.0,0.0,4800.0,3600.0,0.0,41.0,0.0809999999999999,0.1299999999999999,0.058,0.0,0.09,1.2,0.0699999999999999,0.03,20.0,0.0,0.0,0.0,18.0,1.5,0.06,31.0,0.2599999999999999,73.0,193.0,0.001,0.47,Vegetables
Broccoli,34.0,370.0,40.0,10.0,40.0,6600.0,1700.0,2800.0,2600.0,0.0,33.0,0.1868999999999999,0.0699999999999999,0.063,0.0,0.12,0.64,0.57,0.18,89.0,0.0,0.78,0.102,47.0,0.73,0.05,21.0,0.21,66.0,316.0,0.0025,0.41,Vegetables
Brussels sprout,43.0,300.0,60.0,20.0,153000.0,9000.0,2200.0,3400.0,3800.0,0.0,25.0,0.2261999999999999,0.1399999999999999,0.061,0.0,0.09,0.75,0.31,0.22,85.0,0.0,0.88,0.177,42.0,1.4,0.0699999999999999,23.0,0.34,69.0,389.0,0.0015999999999999,0.42,Vegetables
Burdock root,72.0,150.0,30.0,40.0,60.0,17000.0,2900.0,1500.0,3300.0,0.0,5.0,0.0,0.01,0.023,0.0,0.03,0.3,0.32,0.24,3.0,0.0,0.38,0.0015999999999999,41.0,0.8,0.08,38.0,0.23,51.0,308.0,0.0007,0.33,Vegetables
Cabbage,25.0,100.0,30.0,20.0,20.0,5800.0,3200.0,1300.0,2500.0,0.0,18.0,0.0294,0.06,0.043,0.0,0.04,0.23,0.21,0.12,37.0,0.0,0.15,0.076,40.0,0.47,0.02,12.0,0.16,26.0,170.0,0.0003,0.18,Vegetables
Red cabbage,31.0,160.0,20.0,10.0,80.0,7400.0,3800.0,1400.0,2100.0,0.0,27.0,0.3348,0.06,0.018,0.0,0.0699999999999999,0.42,0.15,0.21,57.0,0.0,0.11,0.038,45.0,0.8,0.02,16.0,0.24,30.0,243.0,0.0006,0.22,Vegetables
Savoy cabbage,27.0,100.0,10.0,10.0,50.0,6100.0,2300.0,2000.0,3100.0,0.0,28.0,0.3,0.0699999999999999,0.08,0.0,0.03,0.3,0.19,0.19,31.0,0.0,0.17,0.0689999999999999,35.0,0.4,0.06,28.0,0.18,42.0,230.0,0.0009,0.27,Vegetables
Chinese cabbage,13.0,200.0,30.0,20.0,100.0,2200.0,1200.0,1500.0,1000.0,0.0,65.0,1.3403999999999998,0.04,0.066,0.0,0.0699999999999999,0.5,0.09,0.19,45.0,0.0,0.09,0.046,105.0,0.8,0.02,19.0,0.16,37.0,252.0,0.0005,0.19,Vegetables
Carrot,41.0,240.0,40.0,10.0,120.0,9600.0,4700.0,930.0,2800.0,0.0,69.0,5.011799999999999,0.0699999999999999,0.019,0.0,0.06,0.98,0.27,0.1399999999999999,5.9,0.0,0.66,0.013,33.0,0.3,0.05,12.0,0.1399999999999999,35.0,320.0,0.0001,0.24,Vegetables
